,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,2010-01-01,5.118202413550339,5.118202413550339,5.118202413550339,-0.4530861842812344,1.2602730510041928,-4.676338275166715,-4.676338275166715,-4.676338275166715,-4.676338275166715,-4.676338275166715,-4.676338275166715,0.03088072813698299,0.03088072813698299,0.03088072813698299,-4.707219003303698,-4.707219003303698,-4.707219003303698,0.44186413838362437
1,2010-01-02,5.1169468761158505,5.1169468761158505,5.1169468761158505,-0.487042340722893,1.2367585608886578,-4.745007925703857,-4.745007925703857,-4.745007925703857,-4.745007925703857,-4.745007925703857,-4.745007925703857,-0.029665344578847952,-0.029665344578847952,-0.029665344578847952,-4.71534258112501,-4.71534258112501,-4.71534258112501,0.37193895041199365
2,2010-01-03,5.115691338681362,5.115691338681362,5.115691338681362,-0.5197682690136857,1.2724673964372344,-4.728959059277532,-4.728959059277532,-4.728959059277532,-4.728959059277532,-4.728959059277532,-4.728959059277532,-0.005949091582248875,-0.005949091582248875,-0.005949091582248875,-4.723009967695282,-4.723009967695282,-4.723009967695282,0.38673227940383015
3,2010-01-04,5.114435801246874,5.114435801246874,5.114435801246874,-0.46973650036861087,1.2388671976605456,-4.736778272424913,-4.736778272424913,-4.736778272424913,-4.736778272424913,-4.736778272424913,-4.736778272424913,-0.0065724699220278985,-0.0065724699220278985,-0.0065724699220278985,-4.730205802502884,-4.730205802502884,-4.730205802502884,0.3776575288219606
4,2010-01-05,5.113180263812385,5.113180263812385,5.113180263812385,-0.4971570406020125,1.1306185050610325,-4.77596407187152,-4.77596407187152,-4.77596407187152,-4.77596407187152,-4.77596407187152,-4.77596407187152,-0.03906411572948258,-0.03906411572948258,-0.03906411572948258,-4.736899956142039,-4.736899956142039,-4.736899956142039,0.3372161919408647
5,2010-01-06,5.111924726377897,5.111924726377897,5.111924726377897,-0.5064160708118699,1.2363762429698144,-4.728885530914142,-4.728885530914142,-4.728885530914142,-4.728885530914142,-4.728885530914142,-4.728885530914142,0.014166124245550695,0.014166124245550695,0.014166124245550695,-4.743051655159693,-4.743051655159693,-4.743051655159693,0.38303919546375464
6,2010-01-07,5.110669188943408,5.110669188943408,5.110669188943408,-0.4843840396946372,1.2555123223574807,-4.712409538564612,-4.712409538564612,-4.712409538564612,-4.712409538564612,-4.712409538564612,-4.712409538564612,0.03620416943020542,0.03620416943020542,0.03620416943020542,-4.748613707994817,-4.748613707994817,-4.748613707994817,0.3982596503787965
7,2010-01-08,5.10941365150892,5.10941365150892,5.10941365150892,-0.469592269531325,1.2721556759722477,-4.722655980851868,-4.722655980851868,-4.722655980851868,-4.722655980851868,-4.722655980851868,-4.722655980851868,0.03088072813693278,0.03088072813693278,0.03088072813693278,-4.7535367089888,-4.7535367089888,-4.7535367089888,0.3867576706570519
8,2010-01-09,5.108158114074431,5.108158114074431,5.108158114074431,-0.6222682240622532,1.227473500746219,-4.787438444739502,-4.787438444739502,-4.787438444739502,-4.787438444739502,-4.787438444739502,-4.787438444739502,-0.029665344578840167,-0.029665344578840167,-0.029665344578840167,-4.757773100160662,-4.757773100160662,-4.757773100160662,0.32071966933492924
9,2010-01-10,5.106902576639943,5.106902576639943,5.106902576639943,-0.4434957007487369,1.1977123134346899,-4.767230067812766,-4.767230067812766,-4.767230067812766,-4.767230067812766,-4.767230067812766,-4.767230067812766,-0.005949091582343985,-0.005949091582343985,-0.005949091582343985,-4.761280976230422,-4.761280976230422,-4.761280976230422,0.33967250882717703
10,2010-01-11,5.105647039205454,5.105647039205454,5.105647039205454,-0.5528940771507864,1.1821626009837085,-4.770599996960866,-4.770599996960866,-4.770599996960866,-4.770599996960866,-4.770599996960866,-4.770599996960866,-0.006572469922067284,-0.006572469922067284,-0.006572469922067284,-4.764027527038797,-4.764027527038797,-4.764027527038797,0.3350470422445886
11,2010-01-12,5.104391501770966,5.104391501770966,5.104391501770966,-0.5866312786944785,1.2033987419887744,-4.805056138567561,-4.805056138567561,-4.805056138567561,-4.805056138567561,-4.805056138567561,-4.805056138567561,-0.03906411572956968,-0.03906411572956968,-0.03906411572956968,-4.765992022837992,-4.765992022837992,-4.765992022837992,0.29933536320340437
12,2010-01-13,5.103135964336477,5.103135964336477,5.103135964336477,-0.6065336531160138,1.2223527736757265,-4.753002137330017,-4.753002137330017,-4.753002137330017,-4.753002137330017,-4.753002137330017,-4.753002137330017,0.01416612424556361,0.01416612424556361,0.01416612424556361,-4.767168261575581,-4.767168261575581,-4.767168261575581,0.35013382700646023
13,2010-01-14,5.101880426901989,5.101880426901989,5.101880426901989,-0.48883299620838677,1.227997456731706,-4.7313622434972915,-4.7313622434972915,-4.7313622434972915,-4.7313622434972915,-4.7313622434972915,-4.7313622434972915,0.03620416943021384,0.03620416943021384,0.03620416943021384,-4.767566412927505,-4.767566412927505,-4.767566412927505,0.37051818340469733
14,2010-01-15,5.1006248894675,5.1006248894675,5.1006248894675,-0.5128459446246723,1.219353802414561,-4.736333482885128,-4.736333482885128,-4.736333482885128,-4.736333482885128,-4.736333482885128,-4.736333482885128,0.03088072813688258,0.03088072813688258,0.03088072813688258,-4.7672142110220115,-4.7672142110220115,-4.7672142110220115,0.3642914065823728
15,2010-01-16,5.099369352033012,5.099369352033012,5.099369352033012,-0.5561751078568481,1.1846350464254805,-4.7958228106718765,-4.7958228106718765,-4.7958228106718765,-4.7958228106718765,-4.7958228106718765,-4.7958228106718765,-0.02966534457883237,-0.02966534457883237,-0.02966534457883237,-4.766157466093044,-4.766157466093044,-4.766157466093044,0.30354654136113535
