,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
504,2011-05-20,4.600990615196073,4.600990615196073,4.600990615196073,6.455582428538451,8.213186946765273,2.7600846321593453,2.7600846321593453,2.7600846321593453,2.7600846321593453,2.7600846321593453,2.7600846321593453,0.030880728136951058,0.030880728136951058,0.030880728136951058,2.729203904022394,2.729203904022394,2.729203904022394,7.361075247355418
505,2011-05-21,4.600330420450506,4.600330420450506,4.600330420450506,6.352503014834369,8.106177368684369,2.652713943078565,2.652713943078565,2.652713943078565,2.652713943078565,2.652713943078565,2.652713943078565,-0.029665344578823468,-0.029665344578823468,-0.029665344578823468,2.682379287657388,2.682379287657388,2.682379287657388,7.253044363529071
506,2011-05-22,4.599670225704938,4.599670225704938,4.599670225704938,6.227622312659963,8.130552631432568,2.6357928129169133,2.6357928129169133,2.6357928129169133,2.6357928129169133,2.6357928129169133,2.6357928129169133,-0.005949091582235959,-0.005949091582235959,-0.005949091582235959,2.641741904499149,2.641741904499149,2.641741904499149,7.235463038621852
507,2011-05-23,4.599010030959372,4.599010030959372,4.599010030959372,6.369966238638296,8.121623583942355,2.6012011828397363,2.6012011828397363,2.6012011828397363,2.6012011828397363,2.6012011828397363,2.6012011828397363,-0.006572469921951954,-0.006572469921951954,-0.006572469921951954,2.6077736527616886,2.6077736527616886,2.6077736527616886,7.200211213799108
508,2011-05-24,4.598349836213805,4.598349836213805,4.598349836213805,6.213171361656787,7.954242520780302,2.541753416525784,2.541753416525784,2.541753416525784,2.541753416525784,2.541753416525784,2.541753416525784,-0.039064115729507805,-0.039064115729507805,-0.039064115729507805,2.580817532255292,2.580817532255292,2.580817532255292,7.140103252739589
509,2011-05-25,4.5976896414682376,4.5976896414682376,4.5976896414682376,6.347315349493958,8.010343783285533,2.5752426712306664,2.5752426712306664,2.5752426712306664,2.5752426712306664,2.5752426712306664,2.5752426712306664,0.014166124245543666,0.014166124245543666,0.014166124245543666,2.561076546985123,2.561076546985123,2.561076546985123,7.172932312698904
510,2011-05-26,4.59702944672267,4.59702944672267,4.59702944672267,6.379167377117888,8.03055059317439,2.5848192215695214,2.5848192215695214,2.5848192215695214,2.5848192215695214,2.5848192215695214,2.5848192215695214,0.0362041694302085,0.0362041694302085,0.0362041694302085,2.548615052139313,2.548615052139313,2.548615052139313,7.181848668292192
511,2011-05-27,4.596369251977103,4.596369251977103,4.596369251977103,6.282890175971562,8.090604469764248,2.574243209172484,2.574243209172484,2.574243209172484,2.574243209172484,2.574243209172484,2.574243209172484,0.03088072813693999,0.03088072813693999,0.03088072813693999,2.5433624810355435,2.5433624810355435,2.5433624810355435,7.170612461149587
512,2011-05-28,4.595709057231536,4.595709057231536,4.595709057231536,6.248124457456491,8.000642666717667,2.5154539972745504,2.5154539972745504,2.5154539972745504,2.5154539972745504,2.5154539972745504,2.5154539972745504,-0.029665344578815676,-0.029665344578815676,-0.029665344578815676,2.545119341853366,2.545119341853366,2.545119341853366,7.111163054506086
513,2011-05-29,4.595048862485969,4.595048862485969,4.595048862485969,6.204097156764215,8.006953872413401,2.5476162391337542,2.5476162391337542,2.5476162391337542,2.5476162391337542,2.5476162391337542,2.5476162391337542,-0.005949091582193207,-0.005949091582193207,-0.005949091582193207,2.553565330715948,2.553565330715948,2.553565330715948,7.142665101619723
514,2011-05-30,4.594388667740401,4.594388667740401,4.594388667740401,6.234226450760675,8.008843490164956,2.561696897899853,2.561696897899853,2.561696897899853,2.561696897899853,2.561696897899853,2.561696897899853,-0.006572469922039041,-0.006572469922039041,-0.006572469922039041,2.568269367821892,2.568269367821892,2.568269367821892,7.156085565640254
515,2011-05-31,4.593728472994835,4.593728472994835,4.593728472994835,6.2607527673072205,8.058722249305198,2.549637211942067,2.549637211942067,2.549637211942067,2.549637211942067,2.549637211942067,2.549637211942067,-0.03906411572952578,-0.03906411572952578,-0.03906411572952578,2.5887013276715933,2.5887013276715933,2.5887013276715933,7.143365684936902
516,2011-06-01,4.593068278249268,4.593068278249268,4.593068278249268,6.310492968700294,8.072064689640223,2.628411328012159,2.628411328012159,2.628411328012159,2.628411328012159,2.628411328012159,2.628411328012159,0.014166124245597631,0.014166124245597631,0.014166124245597631,2.614245203766562,2.614245203766562,2.614245203766562,7.221479606261427
517,2011-06-02,4.592408083503701,4.592408083503701,4.592408083503701,6.343791058651801,8.213446499467372,2.6804175925280798,2.6804175925280798,2.6804175925280798,2.6804175925280798,2.6804175925280798,2.6804175925280798,0.03620416943021801,0.03620416943021801,0.03620416943021801,2.644213423097862,2.644213423097862,2.644213423097862,7.272825676031781
518,2011-06-03,4.5917478887581336,4.5917478887581336,4.5917478887581336,6.383104590875001,8.140508701311617,2.708742734960098,2.708742734960098,2.708742734960098,2.708742734960098,2.708742734960098,2.708742734960098,0.030880728136964363,0.030880728136964363,0.030880728136964363,2.677862006823134,2.677862006823134,2.677862006823134,7.300490623718232
519,2011-06-04,4.5910876940125664,4.5910876940125664,4.5910876940125664,6.388916575488178,8.117019325694677,2.684740916550809,2.684740916550809,2.684740916550809,2.684740916550809,2.684740916550809,2.684740916550809,-0.029665344578856046,-0.029665344578856046,-0.029665344578856046,2.714406261129665,2.714406261129665,2.714406261129665,7.275828610563376
520,2011-06-05,4.590427499266999,4.590427499266999,4.590427499266999,6.448486722681842,8.21668759039914,2.7470875850799,2.7470875850799,2.7470875850799,2.7470875850799,2.7470875850799,2.7470875850799,-0.005949091582330146,-0.005949091582330146,-0.005949091582330146,2.75303667666223,2.75303667666223,2.75303667666223,7.337515084346899
521,2011-06-06,4.589767304521432,4.589767304521432,4.589767304521432,6.571230269125768,8.230046984061495,2.7863622462019744,2.7863622462019744,2.7863622462019744,2.7863622462019744,2.7863622462019744,2.7863622462019744,-0.006572469922035794,-0.006572469922035794,-0.006572469922035794,2.7929347161240097,2.7929347161240097,2.7929347161240097,7.376129550723407
522,2011-06-07,4.589107109775865,4.589107109775865,4.589107109775865,6.4788753762020175,8.264972099075212,2.7942240619939436,2.7942240619939436,2.7942240619939436,2.7942240619939436,2.7942240619939436,2.7942240619939436,-0.039064115729543734,-0.039064115729543734,-0.039064115729543734,2.833288177723487,2.833288177723487,2.833288177723487,7.383331171769809
