,ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,2010-04-01,4.945849198921107,4.945849198921107,4.945849198921107,1.0133822890940705,3.124691813835731,-2.8874580403622008,-2.8874580403622008,-2.8874580403622008,-2.8874580403622008,-2.8874580403622008,-2.8874580403622008,-0.03321749977234423,-0.03321749977234423,-0.03321749977234423,-2.8542405405898563,-2.8542405405898563,-2.8542405405898563,2.0583911585589063
1,2010-04-02,4.940865585733909,4.940865585733909,4.940865585733909,1.1923202421572703,3.3327187513176644,-2.6429374593566606,-2.6429374593566606,-2.6429374593566606,-2.6429374593566606,-2.6429374593566606,-2.6429374593566606,0.009871588600448815,0.009871588600448815,0.009871588600448815,-2.652809047957109,-2.652809047957109,-2.652809047957109,2.2979281263772484
2,2010-04-03,4.93588197254671,4.93588197254671,4.93588197254671,1.5219816838928146,3.68236668887474,-2.4133143192782924,-2.4133143192782924,-2.4133143192782924,-2.4133143192782924,-2.4133143192782924,-2.4133143192782924,0.025972210564922334,0.025972210564922334,0.025972210564922334,-2.439286529843215,-2.439286529843215,-2.439286529843215,2.5225676532684176
3,2010-04-04,4.930898359359511,4.930898359359511,4.930898359359511,1.6708541012414782,3.917677688876761,-2.164176791289308,-2.164176791289308,-2.164176791289308,-2.164176791289308,-2.164176791289308,-2.164176791289308,0.050358289742310075,0.050358289742310075,0.050358289742310075,-2.2145350810316184,-2.2145350810316184,-2.2145350810316184,2.766721568070203
4,2010-04-05,4.925914746172313,4.925914746172313,4.925914746172313,1.8443930352177198,3.98141317659179,-1.9647310270890628,-1.9647310270890628,-1.9647310270890628,-1.9647310270890628,-1.9647310270890628,-1.9647310270890628,0.014831560261959625,0.014831560261959625,0.014831560261959625,-1.979562587351022,-1.979562587351022,-1.979562587351022,2.96118371908325
5,2010-04-06,4.920931132985113,4.920931132985113,4.920931132985113,2.05318732190662,4.267054190688534,-1.7607821243607227,-1.7607821243607227,-1.7607821243607227,-1.7607821243607227,-1.7607821243607227,-1.7607821243607227,-0.025271253083849633,-0.025271253083849633,-0.025271253083849633,-1.7355108712768732,-1.7355108712768732,-1.7355108712768732,3.1601490086243906
6,2010-04-07,4.915947519797915,4.915947519797915,4.915947519797915,2.28071227660642,4.499668104313583,-1.5261862216281148,-1.5261862216281148,-1.5261862216281148,-1.5261862216281148,-1.5261862216281148,-1.5261862216281148,-0.04254489631342806,-0.04254489631342806,-0.04254489631342806,-1.483641325314687,-1.483641325314687,-1.483641325314687,3.3897612981698
7,2010-04-08,4.910963906610716,4.910963906610716,4.910963906610716,2.6020513080888823,4.743734311267954,-1.2585358186174178,-1.2585358186174178,-1.2585358186174178,-1.2585358186174178,-1.2585358186174178,-1.2585358186174178,-0.03321749977238834,-0.03321749977238834,-0.03321749977238834,-1.2253183188450294,-1.2253183188450294,-1.2253183188450294,3.6524280879932984
8,2010-04-09,4.905980293423517,4.905980293423517,4.905980293423517,2.875527648456027,5.0290846746955244,-0.9521191280478306,-0.9521191280478306,-0.9521191280478306,-0.9521191280478306,-0.9521191280478306,-0.9521191280478306,0.009871588600476376,0.009871588600476376,0.009871588600476376,-0.9619907166483069,-0.9619907166483069,-0.9619907166483069,3.9538611653756863
9,2010-04-10,4.900996680236319,4.900996680236319,4.900996680236319,3.058859966076618,5.316334327406006,-0.6691996805306049,-0.6691996805306049,-0.6691996805306049,-0.6691996805306049,-0.6691996805306049,-0.6691996805306049,0.025972210564935417,0.025972210564935417,0.025972210564935417,-0.6951718910955401,-0.6951718910955401,-0.6951718910955401,4.231796999705714
10,2010-04-11,4.89601306704912,4.89601306704912,4.89601306704912,3.427097224937098,5.577710640095535,-0.37606035419064027,-0.37606035419064027,-0.37606035419064027,-0.37606035419064027,-0.37606035419064027,-0.37606035419064027,0.05035828974227104,0.05035828974227104,0.05035828974227104,-0.42641864393291146,-0.42641864393291146,-0.42641864393291146,4.51995271285848
